mol_idx,product_smiles,uncertainty_std,uncertainty_mean,uncertainty_range
27,CC(C)c1cc(OC(F)(F)F)cc2c1OC(C(F)(F)F)C(C(=O)O)=C2,0.2387587074816405,2.971821904182434,0.5823028087615967
28,CCCC(C#N)Oc1ccccc1COc1ccc2oc(-c3nc(C(C)(C)C)cs3)cc2c1,0.13296012718450148,3.3709448178609214,0.35231471061706543
29,CC(c1cccc(N)c1)n1c(=O)oc2cc(F)c(F)cc21,0.12544066997480868,2.870246171951294,0.3120405673980713
30,CC(C)C[C@H]1CN(CC=Cc2ccccc2)[C@@H](CC(C)C)C(=O)N1,0.11458270639220543,3.0712823470433555,0.3475306034088135
31,CCOCCn1c(N2CCCN(CCC3(c4ccccc4)CCN(C(=O)c4cc(-c5nnn[nH]5)ccc4OC)C3)CC2)nc2ccccc21,0.10566617095134252,3.7381752332051597,0.2629084587097168
32,Cn1c2ccc(Cl)cc2c2cc(C(=O)O)sc21,0.13838038470772251,2.6563690900802612,0.3397705554962158
33,Nc1cccc(Sc2cn(C3CCCC3)c3ncnc(N)c23)c1,0.13070752778964573,2.9658437967300415,0.31209444999694824
34,O=C(CO)N1C2CCC1CC(Nc1ccc3[nH]ncc3c1)C2,0.10954686121069818,2.9701125621795654,0.26268506050109863
35,CC(C)C(NC(=O)Cn1cccc(NC(=O)CCc2ccccc2)c1=O)C(=O)C(F)(F)F,0.18599250540233306,3.3045193751653037,0.44649219512939453
36,COCOc1c(C)c(C=O)c(OCOC)c(OC)c1OC,0.2388496007969451,2.804481546084086,0.5963997840881348
37,CCc1cc(Nc2ccc(-c3ccccc3C#N)cc2)n2nccc2n1,0.10312317039677521,3.160650372505188,0.30715417861938477
38,CC(C)(C)OC(=O)N1CCC[C@@H]([C@@H](OCCN)c2ccc(F)c(Cl)c2)C1,0.13919115224661355,3.0952556133270264,0.34932804107666016
39,CN(c1ccc([N+](=O)[O-])cn1)C1CCOCC1,0.05273027125671671,2.7752299706141152,0.14105701446533203
40,CC(C)(C)OC(=O)N1CCN(c2nc(C=O)nc3c(F)c(Br)c(Cl)cc23)CC1,0.15587973138137037,3.156371514002482,0.4130411148071289
41,CC(C)(C)OC(=O)NC1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)c2n3CCS2)C1,0.3893552768578589,3.0499843756357827,1.0059854984283447
42,CCCCC(Cc1ccc(OCCNC(=O)c2ccc(-c3ccccc3OC)cc2)cc1)C(=O)O,0.21563529351999375,3.300557772318522,0.5805325508117676
43,CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCCl)cc1)c1ccc2c(c1)ncn2C,0.14333456238059736,3.2622127135594687,0.3478810787200928
44,CC(C)(C)OC(=O)N1CCc2ccc(Cl)c(SCCCN)c2CC1,0.13621867638588186,3.007755438486735,0.37580156326293945
45,CCn1ccc2cccc(Br)c21,0.05290123998148966,2.4288469155629477,0.13805675506591797
46,CCOC(=O)C1CCCCC1O,0.030646055399901017,2.4440500736236572,0.0818321704864502
47,COc1cc(C)cc(OC)c1C1=NC(NC(=O)C(Cc2ccccc2)NC(=O)OC(C)(C)C)C(=O)N(C)c2ccccc21,0.1271811487531132,3.6365550756454468,0.3291659355163574
48,CNC(=O)c1ccc(F)c2c(C(O)C(=O)N3CCN(C(=O)c4ccccc4)CC3)c[nH]c12,0.10437772544022986,3.3553278048833213,0.2603492736816406
49,CCCn1c(=O)c2nc(C(CC)c3ccc(NCC(=O)OC)cc3)[nH]c2n(CCC)c1=O,0.08833048872050824,3.333831310272217,0.24611401557922363
50,O=C(CNC(=O)c1cc(Br)cc(C(F)(F)F)c1)NC1CN(C2CCC(c3ccccc3)CC2)C1,0.17740583844598798,3.362056612968445,0.5117874145507812
51,CC(C)(C)[Si](C)(C)Oc1ccc(-c2cnc(N)c(/C=C/c3ccccc3)n2)cc1,0.08063182772140025,3.2473107179005942,0.21690869331359863
52,O=C(Oc1ccccc1)c1ccc(NS(=O)(=O)c2cc(Cl)c(Cl)s2)cc1O,0.2751507209629235,3.0355144739151,0.7674427032470703
53,Cc1cc2c(=O)[nH]c(Cn3cc(C=O)c(C(F)(F)F)n3)nc2s1,0.19575244699188007,2.9526705741882324,0.5127434730529785
54,CC(C)(CO)NC(=O)c1ccc(OCc2ccccc2)cc1,0.13811730214505955,2.9287307262420654,0.35843706130981445
55,Cc1ccc(C(=N)NS(=O)(=O)c2ccc(F)c(Cl)c2)cc1F,0.026971967329768524,3.0473619302113852,0.08109760284423828
56,COC(=O)CCSCCCCCCBr,0.05320848639395933,2.5829434792200723,0.11990523338317871
57,CCC[CH2][Sn]([CH2]CCC)([CH2]CCC)[c]1cc(C2=CCCC2)ccn1,0.11580283205937379,3.0648770332336426,0.2965717315673828
58,COCN1c2cc(CN)ccc2Sc2nccnc21,0.14365482760691103,2.755276322364807,0.36160755157470703
59,Cc1cc(-c2cncc(F)c2)cc(C(=O)Nc2nc(C3CCCC3)cs2)n1,0.16684560624165265,3.160499612490336,0.4129307270050049
60,Cc1ccc([N+](=O)[O-])c(C)c1CO,0.0677083500581576,2.4727951288223267,0.18906140327453613
61,O=C1CN(C(c2ccccc2)c2ccccc2)C1,0.18022841121628996,2.728039582570394,0.4453315734863281
62,CCOC(=O)CC1CCCCC12OCCO2,0.03146216210259277,2.7441612482070923,0.07276439666748047
63,CC(C)(C)OC(=O)N1CCc2cccc3c2[C@@H](C1)CN3C1CC1,0.053975406418072004,3.0577959219614663,0.16208195686340332
64,O=C(c1ccc(O)cc1)N1CCc2sccc2C1c1ccc(Cl)cc1,0.16850274174689364,3.0063979228337607,0.44420433044433594
65,CCC[C@H]1O[C@@H]1C(=O)OC,0.06010574083085,2.2373661200205484,0.17878246307373047
66,C[C@H](OC1CCCCO1)C(C)(C)c1cc(NC(=O)C(C)(C)SCC[C@H]2CCOC2)on1,0.1132478450579444,3.3326936960220337,0.2979128360748291
67,COc1cc(C=O)c(-c2ccc([N+](=O)[O-])cc2C=O)c(OC)c1OC,0.18681918911902498,3.0314669609069824,0.42712998390197754
68,COc1ccc(F)c(-c2cncc(C3(c4ccc(OS(C)(=O)=O)cc4)N=C(N)N(C)C3=O)c2)c1,0.0758154697323235,3.4199705918629966,0.2098400592803955
69,CCOc1cc(C(C)C)ccc1C1=N[C@@](C)(c2ccc(Cl)cc2)[C@@](C)(c2ccc(Cl)cc2)N1C(=O)N1CCN(CCCS(C)(=O)=O)CC1,0.10772204178911364,3.776435057322184,0.29106903076171875
70,CC(C)(C)OC(=O)NC1CCN(C(=O)CO)CC1,0.05689481038337919,2.818679134051005,0.16840386390686035
71,Cc1cc(-c2ccc(Cl)c(C)c2)nc(-n2cnc(I)c2)n1,0.05793723073207154,2.9797622760136924,0.14598774909973145
72,OCCc1csc(Nc2cc(Sc3ccccc3)ccn2)n1,0.07088524031147517,2.991672158241272,0.18361783027648926
73,CCCCCCCCCCCCOc1nc(OCCCCCCCCCCCC)nc(Oc2cc(-c3ccccc3)c(O)c(-c3ccccc3)c2)n1,0.14401939665050856,3.8051701386769614,0.34715843200683594
74,Cc1ccc(NS(=O)(=O)c2ccc(NC(=O)[C@@](C)(O)C(F)(F)F)c(Cl)c2Cl)nc1,0.07996910703101393,3.2702955404917398,0.2258129119873047
75,O=C(Nc1ccc(N2CCC(C(=O)O)CC2)nc1)c1nnc(Nc2ccccc2F)o1,0.29997221655374257,3.139503320058187,0.7817778587341309
76,CON(C)C(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,0.06728147085933811,2.8666905959447226,0.17130231857299805
77,CCCOc1ccc(-c2ccc(C(Br)C(=O)OC)cn2)c(C(F)(F)F)c1,0.1179120678861398,3.1444477637608848,0.2979602813720703
78,CCCC1NCC(C)N(Cc2ccc3c(N)ncnc3c2)C1=O,0.17937632160368103,2.963672161102295,0.4703397750854492
79,N#Cc1c(-c2cccc(NC(=O)CCN)c2)cc(-c2ccccc2O)nc1NC(=O)c1ccccc1,0.1800552080692341,3.384124676386515,0.4991269111633301
80,OCCOc1cncc(Cl)c1,0.0917791030756099,2.2791254123051963,0.23381352424621582
81,CSc1ccc([N+](=O)[O-])c(N(C)C(=O)OC(C)(C)C)c1,0.11136687946404546,2.8953659931818643,0.3282039165496826
82,CC(C)(C)OC(=O)N1CCC(Oc2ncnc3ccc(-c4cncc(NS(=O)(=O)c5ccccc5)c4)nc23)CC1,0.07533428050056522,3.6048340797424316,0.22095394134521484
83,O=c1nc(N2CCN(c3ccc(F)cc3)CC2)[nH]c(=O)n1Cc1ccc(OCc2ccc(Cl)cc2)cc1,0.04618452344628166,3.539923588434855,0.1286942958831787
84,Cc1ccc(Nc2ccn(C)n2)c(C(=O)Nc2ccn(C)n2)n1,0.11944369794746759,3.022185206413269,0.3030378818511963
85,COc1ccc(OC)c(Nc2cc(C(F)(F)F)nc(-c3ccncc3)n2)c1,0.1144619606598573,3.186564008394877,0.27147388458251953
86,N=C(N)NN=Cc1c(Cl)ccc([N+](=O)[O-])c1Cl,0.07506558716405588,2.717727263768514,0.19720721244812012
87,FC(F)(F)c1ccc(CNc2nc(Nc3ccc4[nH]cc(C5=CCNCC5)c4c3)ncc2Br)cc1,0.23092394423048412,3.307451367378235,0.5664832592010498
88,CNC(=O)CCc1ccc(Br)cc1,0.13422993284905516,2.4268548488616943,0.35086822509765625
89,O=C1CC(=O)C2C3C=CC(CC3)C12,0.08071191406477943,2.485620697339376,0.22525882720947266
90,CCOc1cc(N)nc(N)n1,0.02846625349838288,2.3596996863683066,0.08444952964782715
91,CCOC(=O)Cc1ccc(OCc2ccccc2)c(-c2ccc(C(F)(F)F)cc2C=O)c1,0.22036717556733773,3.2456522782643638,0.4854111671447754
92,CCC(Oc1ccc2c(-c3ccc(Cl)cc3)noc2c1)C(=O)O,0.18001885978304294,2.926207264264425,0.43686413764953613
93,CCN(Cc1cncc(-c2ccc3c(c2)c(-c2ncc(C(=O)NCc4cccnc4)[nH]2)nn3C2CCCCO2)c1C)C(=O)OC(C)(C)C,0.1179431396272946,3.7764597733815513,0.3488914966583252
94,O=C(NCC(c1cnc(C(F)(F)F)nc1)N1CCOCC1)c1cccc(Cl)c1Cl,0.09477848725492898,3.266968925793966,0.2699258327484131
95,Cc1nc2ccccc2n1-c1nc(N2CCOCC2)c2nc(CNC3CCC(O)CC3)n(C)c2n1,0.09366186644954547,3.427885969479879,0.2428293228149414
96,O=C(Nc1ncc(Cl)cc1[N+](=O)[O-])C(F)(F)F,0.06407395984374661,2.758231997489929,0.18636226654052734
97,O=C(O)c1cc(C2CC2)c(OCC23CC4CC(C2)C(F)(F)C(C4)C3)cc1F,0.19380746912171332,3.0988637606302896,0.5237371921539307
98,COC(=O)C[C@@H](NS(=O)(=O)c1cccc2c(N(C)C)cccc12)c1ccc(NC(=O)Cc2ccc(NC(=O)Nc3ccccc3C)c(OC)c2)cc1,0.10912950739752716,3.8476086457570395,0.2729012966156006
99,Cc1ncc(C(=O)N(C)Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c(-c2ccccc2)n1,0.15749921157394425,3.329691449801127,0.3906290531158447
100,NC(=S)NN=CC=Cc1cccc(O)c1,0.0804047788187454,2.5956843296686807,0.2359931468963623
101,CCN1CCc2ccc(C(=O)OCC3CCN(Cc4ccccc4)CC3)cc2CC1,0.1150245323937813,3.2951740423838296,0.31349730491638184
102,COC(=O)c1ccc(C(=O)Nc2cccc(CN(C)C)c2)cc1,0.1697154933256233,2.9470030466715493,0.449155330657959
103,C[C@@H](Cn1cc(C#N)c(-c2ccc(C#N)c(Cl)c2)n1)NC(=O)c1cn(C)cn1,0.19723551861204724,3.1687391996383667,0.46338891983032227
104,CCOC(=O)C1CCN(c2ccc(Cl)c(-c3ccc(C)cn3)c2)CC1,0.05238040106602132,3.1617488861083984,0.12740278244018555
105,CC(C)C(O)[C@H](C)NC(=O)OC(C)(C)C,0.039364635146298343,2.654469092686971,0.10550212860107422
106,CCOc1ccc(-n2c(Cl)c(C=O)c3ccccc32)cc1,0.21541011215148134,2.8527793089548745,0.5186636447906494
107,CC(=O)NC(C(=O)OC(C)(C)C)C(C(O)CN)N1CCc2ccccc2C1=O,0.14883250636531592,3.173043131828308,0.37103915214538574
108,NC1(c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,0.21810598255889072,2.929456909497579,0.5611240863800049
109,Cc1ccc(C(=O)NC2CC2)cc1NC(=O)c1cc(N2CCN(S(C)(=O)=O)CC2)ccc1[N+](=O)[O-],0.1695124864213619,3.375364104906718,0.47781872749328613
110,CCCCNc1nc(C(F)(F)F)ccc1C=CC(=O)NCc1cc(C)c(NS(C)(=O)=O)c(F)c1,0.14735098215596204,3.384414871533712,0.3984370231628418
111,Fc1c(Br)cccc1OCC1CCCO1,0.056986497439641855,2.6558943589528403,0.1319127082824707
112,CCC(=O)N1CCC(NC(=O)c2c(C)[nH]c3c(-c4cc(F)c(OC)cc4OCC4CC4)ncnc23)CC1,0.16821045033271964,3.471272031466166,0.49457788467407227
113,Cc1cc(C)c(CNC(=O)c2ccc(C(C)Oc3ccc(F)cc3F)cc2)c(O)n1,0.19647403721620882,3.190991759300232,0.5030465126037598
114,N[C@H]1CCCC[C@H]1NC(=O)c1ccc(C(F)(F)F)cc1C1CC1,0.20624155324199273,2.919555147488912,0.49846529960632324
115,CC(=O)Nc1ccc(CCC(=O)NCC(=O)N(C)c2ccc(Cl)c(COc3cccc4c(OCc5ccccn5)cc(C)nc34)c2Cl)cc1,0.16417467280834547,3.7424785693486533,0.44771718978881836
116,CCc1cc(Br)ccc1CNC(C)=O,0.15101411921864943,2.4911279678344727,0.36336255073547363
117,CC(C)(C)OC(=O)N1CCC(CCN[C@@H]2C[C@H]2c2ccccc2)CC1,0.1062250243414278,3.078211188316345,0.2923133373260498
118,Clc1ccc2c(c1)N(c1ncnc(Cl)n1)CCC2,0.06577296637466135,2.817788322766622,0.20233154296875
119,CC(C)(C)[Si](C)(C)OCCC/C=C/C(=O)O,0.16348659637893487,2.606732447942098,0.4773530960083008
120,COc1ccc(Cn2ccnn2)cc1C(=O)O,0.26685899321567974,2.5199516216913858,0.6555523872375488
121,Nc1ccccc1C1CCCCC1,0.09101116752712292,2.438390572865804,0.24414491653442383
122,COc1cc2nc(N3CCN(C(=O)C=Cc4ccccc4)CC3)nc(N)c2cc1OC,0.09157109808860142,3.3246211210886636,0.2552974224090576
123,CN(C)c1cc(NC(=O)OC(C)(C)C)c(NC(=O)CC(=O)c2cccc(-n3cccn3)c2)cc1C(F)(F)F,0.23440276537799995,3.440321962038676,0.5316247940063477
124,COC(=O)c1ccc([C@H](C)NC(=O)c2cc(Cl)cnc2Oc2ccc(C)cc2C)cc1,0.1732243486036085,3.270902156829834,0.4868791103363037
125,CCN(CC)CCOc1ccc(C#N)cc1,0.13883913666347314,2.650488257408142,0.3490598201751709
126,CN(CCCN1CCOCC1)c1cccc(Br)n1,0.03668176959177395,2.8396032253901162,0.10294842720031738
127,CC1CCC(C)C1OC(=O)C1(NC(=O)OC(C)(C)C)CC1,0.11738573665268222,2.9157310326894126,0.30996203422546387
128,Cc1nn(-c2ccc(Sc3cccc(C4(C5=NC(C)C(C)O5)CCOCC4)c3)cc2)c(=O)n1C,0.11245779238222516,3.4306626319885254,0.314741849899292
129,COc1cc(C(C)=O)ccc1OCc1ccccc1,0.16329525483951887,2.7579818964004517,0.3946657180786133
130,CN1CC[C@@](O)(C#Cc2cccc(-c3nc(C(N)=O)n4c3CCCC4)c2)C1=O,0.07932033961708768,3.2479341427485147,0.19506359100341797
131,O=C(O)c1cc(Br)co1,0.06371424236447973,2.099928100903829,0.16076374053955078
132,CCOC1=C(N(C(C)=O)C(C)C)C(=O)c2cnn(C)c2C1=O,0.09580135824264228,3.0140032370885215,0.25165367126464844
133,CC(C)C(O)c1ccccc1,0.035916109069522036,2.3489176432291665,0.10902047157287598
134,Cc1c(Cn2c(=O)c(C(=O)O)cn(-c3ccc4c(c3)OCC(=O)N4C)c2=O)cccc1[N+](=O)[O-],0.19176756723563562,3.3054354985555015,0.4743845462799072
135,CN(Cc1ccccc1)S(=O)(=O)c1ccc(-c2ncnc3ccc(-c4cn(C(c5ccccc5)(c5ccccc5)c5ccccc5)nc4-c4ccc(F)cc4)cc23)s1,0.10670915029259193,3.9573280811309814,0.26460790634155273
136,NC(=O)CCC(=NNC(N)=S)c1ccccc1,0.06594095326662974,2.7341359853744507,0.17370843887329102
137,COC(=O)CCSc1nc2ccccc2cc1C(=O)NCc1cccs1,0.1462879427321516,3.137435952822367,0.4018983840942383
138,CC(C)(C)n1ncc([C@H](NS(=O)(=O)c2ccc(C(F)(F)F)nc2)C2CC2)c1-c1cc(F)ccc1Br,0.0646332715097595,3.4922287464141846,0.16309738159179688
139,O=C(NCc1ccncc1)c1ccc2n1Cc1ccccc1N(C(=O)c1ccc(-c3cccc4ccccc34)cc1Cl)C2,0.16064051360453122,3.6300763686498008,0.4387929439544678
140,COc1ccc(Nc2ncccc2[N+](=O)[O-])cc1OC1CCCC1,0.13071229210098415,3.061650514602661,0.3014683723449707
141,CC(C)(C)OC(=O)N1CCc2[nH]c3c(I)cccc3c2C1,0.06862003316331759,2.957176844278971,0.19743895530700684
142,Clc1cc(Oc2c(Cl)cccc2Cl)nc(Cl)n1,0.058987155737242225,2.782928466796875,0.1713864803314209
143,CC(C)(C)OC(=O)N[C@@H]1C[C@H]1c1ccc(NC(=O)c2cccc(N3CCCCC3=O)c2)cc1,0.15290466231433472,3.338061531384786,0.4114828109741211
144,Nc1cc(Cl)ccc1C(=O)c1cccc(O)c1,0.14309168851038453,2.659436027208964,0.4028928279876709
145,CCOCCNC(=O)c1ccc(-n2ncc(-c3ccc(C#N)cc3C)c2O)nc1,0.0886324466810897,3.2692392667134604,0.25927066802978516
146,Cc1ccc(-c2c3ccccc3c(Oc3ccccc3)c3ccccc23)c2ccccc12,0.062153861356899695,3.3981775840123496,0.1343076229095459
147,C[C@@H]1OC(=O)N(C2CCN(C(=O)c3nc4c(C(F)(F)F)cc(Br)cn4c3Cl)CC2)C1=O,0.16200082381498132,3.3009760777155557,0.41262221336364746
148,CC(C)S(=O)(=O)c1ccccc1Nc1nc(N)ncc1Cl,0.05334900252723264,2.9792415301005044,0.16003942489624023
149,O=C(O)c1ncn2c1[C@@H]1CCN1C(=O)c1sccc1-2,0.10887169814653781,2.7937868436177573,0.2700214385986328
150,COc1cnc2[nH]cc(-c3cc(Cl)nc(N[C@H]4CC[C@H](O)CC4)c3)c2c1,0.07585844578663327,3.1746127605438232,0.20145487785339355
151,CCOC(=O)c1cn(C2CC2)c2c(CCC[C@@H]3CCCN3C(=O)OC(C)(C)C)c(F)c(F)cc2c1=O,0.08928059877389319,3.4988065560658774,0.22445416450500488
152,C=CCCc1nnc(N[C@H](C(=O)O)C(C)C)o1,0.09374929913160909,2.713258465131124,0.24848055839538574
153,Nc1cc(C(F)(F)F)c(-c2ccc(Cl)cc2Cl)nc1C(=O)O,0.2731002614394362,2.764898141225179,0.7072911262512207
154,CCCc1c(OCCCOc2ccc(C(=O)NC)c(OC)c2CCC)ccc2c1OC(CCC(=O)O)CC2,0.24845694020462064,3.39431103070577,0.6512932777404785
155,O=C1C(=Cc2ccccn2)COc2ccc(-c3ccc(OC(F)(F)F)cc3)cc21,0.22088017894833772,3.1494160493214927,0.5238232612609863
156,CC(C)(C)c1ccc(C(C[C@H]2CCC(=O)N2)c2ccc(OC(F)F)c(=O)[nH]2)cc1,0.06245333718770573,3.288747032483419,0.1805415153503418
157,CS(=O)(=O)NCc1ncn2ccsc12,0.01869393401543211,2.606648325920105,0.05486297607421875
158,COc1ccc(C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)NC(C(C)C)C(O)C(F)(F)F)C(C)C)cc1,0.10508526552538668,3.444046378135681,0.271136999130249
159,CCCCCCCCc1ccc2c(c1)CCC(C(C)(C(=O)O)C(=O)OCC)C2,0.11440290810273247,3.2002039750417075,0.25745105743408203
160,CCOC(=O)CNc1ncccc1NC(=O)c1ccc(C)s1,0.1288244787590181,2.957866350809733,0.33356142044067383
161,CC(C)(C)OC(=O)N1CCN(C(=O)c2cnn(-c3ccccc3O)c2-c2ccc(F)cc2)C(Cc2ccccc2)C1,0.21550971580372635,3.4410356680552163,0.5961973667144775
162,CN(C)C/C=C/C(=O)O,0.10204580850479243,2.053061842918396,0.25711989402770996
163,O=C(Nc1ccc(OCCN2CCOCC2)c2ccccc12)c1cccc(-c2ccccc2F)c1,0.21705256193431166,3.3647205432256064,0.5764968395233154
164,CCOc1ccc(N)c(-c2ncco2)c1,0.06450567646996448,2.6282618045806885,0.17461419105529785
165,COc1nc2cc(F)c(F)cc2nc1NC(=O)N1CCN(c2cccc(C)c2)CC1,0.1324552780723402,3.284429391225179,0.37146592140197754
166,CCc1cc(C(F)(C(F)(F)F)C(F)(F)F)cc(C)c1NC(=O)c1ccc2c(c1)CCC2N,0.18496549328411996,3.2964642445246377,0.46141910552978516
167,Cc1cc(Br)c2nc(N3CCOCC3)cc(=O)n2c1,0.034505152557810656,2.8997658093770347,0.10385632514953613
168,CCOC(=O)c1csc(Cc2cc(Cl)ccc2OCC(C)C)n1,0.1300669210328011,3.010044574737549,0.31349682807922363
169,CCCCCC(CCCN(CCCCCCC(=O)OCC)S(C)(=O)=O)OC(C)=O,0.04693223303198465,3.319874366124471,0.14230751991271973
170,CCCNC(=O)c1nnc2c(-c3c(F)cccc3OC)c(F)ccc2c1N,0.1395069341030953,3.11811892191569,0.3597235679626465
171,CCOC(=O)c1ccc(CCCBr)cc1,0.16162615376572625,2.5683806737264,0.4176907539367676
172,O=C(NCC(=O)N1CCN(C(=O)c2cc(C(F)(F)F)ccc2F)CC1)c1ccc(-c2ccccc2)cc1,0.189780330423722,3.4472452799479165,0.5030090808868408
173,COC1(c2ccc(C(F)(F)F)cc2CO)CCCCC1,0.13983433715920016,2.8636136452356973,0.39690589904785156
174,CC(C)(C)c1ccc(N2C(=O)N(Cc3ccnc(Cl)c3)C(C)(C)C2=O)cc1,0.0865553211800111,3.204801837603251,0.20964813232421875
175,O=C(O)c1cc(Br)cc(-c2cccnc2)c1,0.1675254355605551,2.5868417421976724,0.4444868564605713
176,C#C[C@H]1CC[C@@H](C#N)N1C(=O)CNC1CCCC1,0.11051506111741584,2.7685033480326333,0.29866909980773926
177,CCCCN(C(=O)CBr)c1cccc(CO)c1,0.20260016018268673,2.6108142932256064,0.47571849822998047
178,Cc1nc2c(c(-c3ccccc3)n1)CCN(c1ccnc([C@@H](C)O)n1)C2,0.11081148225872958,3.129568179448446,0.30325794219970703
179,CCOC(=O)C1CCN(C(=O)OC(C)(C)C)CC1,0.0537608162094935,2.827008922894796,0.12317085266113281
180,COC(=O)C1CN(Cc2cc3cc(Cl)ccc3n2C(=O)OC(C)(C)C)CC(=O)N1Cc1ccc(C#N)c(N=C(c2ccccc2)c2ccccc2)c1,0.2080590800957663,3.7597918113072715,0.4912838935852051
181,Brc1cccc(COc2ccc([C@@H]3C[C@H]3NCCC3CCCCC3)cc2)c1,0.13334416709015218,3.1472310225168862,0.3715050220489502
182,COc1cc(-c2cn(C3CCC(=O)CC3)c3ncnc(N)c23)ccc1N,0.158734944416846,3.0953297217686973,0.39758872985839844
183,COC(=O)c1sc(CO)cc1-c1ccccc1,0.10345780154428931,2.700473149617513,0.26247668266296387
184,C[C@@H]1CN(c2cccc3cc(F)ccc23)CCN1CCC1OCCc2cc(CN)ccc21,0.15064217724322773,3.300511042277018,0.3845701217651367
185,COC(=O)c1ccc(-c2ccc(OC)c(-c3ccc(C(F)(F)F)cc3CO)c2)c(C)c1,0.1845797533485602,3.2519543170928955,0.4545927047729492
186,N#CCc1ccc(-c2nccc(OCc3ccccc3)n2)cc1,0.12181308229657993,3.016820549964905,0.28307485580444336
187,COc1c(/C=C/c2ccc([N+](=O)[O-])cc2)cc(Br)cc1C1(C)CC1,0.11252076138244563,3.04310409228007,0.28005075454711914
188,CN(CCOc1ccc(CC(Sc2ccc(Cl)cc2)C(=O)O)cc1)c1nc2ccccc2o1,0.251237910745977,3.1942332983016968,0.5862922668457031
